,artist_name,track_name,track_id,popularity,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence
597,Way Out West,Only Love,0rt9wIYufOXK1vo5p82dIw,8,0.0212,0.626,413692,0.812,0.824,10,0.102,-9.35,0,0.0416,126.009,4,0.38
598,Way Out West,One Bright Night [Mix Cut] - Original Mix,26xz42rNdDeYQL8GSKeixw,0,0.0321,0.596,228000,0.615,0.63,11,0.199,-16.684,0,0.0383,97.989,4,0.324
599,Way Out West,One Bright Night - Scuba's Broken Window Mix,2x1WaKg9EWKZaPttr6NvEX,1,0.0247,0.715,360602,0.756,0.818,7,0.642,-10.329,1,0.0817,134.018,4,0.0678
600,Way Out West,One Bright Night - Scuba's Broken Window Dub,38p4ogiIWJr37h39J7l407,4,0.0244,0.717,360602,0.758,0.836,7,0.642,-10.325,1,0.081,134.02,4,0.0658
601,Way Out West,One Bright Night - Original Mix,6JH4yVaDTZV55Zj9qDTjcd,8,0.00837,0.629,364960,0.719,0.892,11,0.118,-10.703,0,0.0314,98.007,4,0.119
602,Way Out West,One Bright Night - Instrumental Mix,4LJ4YG5dnIjNEjNsIpENsu,1,0.0088,0.607,362702,0.837,0.924,11,0.161,-6.85,0,0.0304,97.997,4,0.0767
603,Way Out West,One Bright Night - Instrumental,3X5peElnBxR6TYkqNAHboG,2,0.00896,0.607,362702,0.836,0.924,11,0.161,-6.851,0,0.0302,97.996,4,0.0763
604,Way Out West,One Bright Night,4JNvdm8RitIUVkAARU6mEx,10,0.00763,0.627,362955,0.76,0.913,11,0.13,-9.327,0,0.0301,97.996,4,0.146
605,Way Out West,Old Grooves for New Streets 3,4ASZS8wZtBOv4ZgzQgTDpL,0,0.0987,0.362,340147,0.397,0.785,0,0.119,-14.34,1,0.0529,85.003,4,0.134
606,Way Out West,Old Grooves for New Streets 2,6liksyYNdDzQySW7oE4PSs,0,0.296,0.696,412307,0.825,0.864,5,0.277,-9.613,0,0.0648,118.327,4,0.83
607,Way Out West,Old Grooves for New Streets 1,6Sw3rsLfW9j9q4N3UWsFUQ,0,0.357,0.489,538307,0.447,0.709,10,0.133,-11.549,0,0.0788,173.336,3,0.325
608,Way Out West,Oceans [Record Of The Week] [ABGT228],60y5cT9mbp56SaReVOIkwa,4,0.000119,0.615,284483,0.793,0.413,6,0.299,-11.537,1,0.0374,120.085,4,0.349
609,Way Out West,Oceans [ABGT229],5L7RLPTiz000ntUysbKQeW,5,3.11e-05,0.583,216000,0.899,0.863,6,0.225,-9.237,1,0.0375,120.006,4,0.338
610,Way Out West,Oceans - Sunday Maybe Mix,2a1JDvmCWiQMMDNJGXzdOa,11,0.0716,0.566,232606,0.63,0.885,3,0.0964,-7.45,0,0.0349,120.018,4,0.137
611,Way Out West,Oceans - Extended New Mix,2HDWMVZl695fkucwlzcb6H,4,0.00054,0.603,300476,0.806,0.86,6,0.253,-11.398,1,0.04,120.053,4,0.197
612,Way Out West,Oceans (ABGTX2017),5KLIQqDxBgosfC7qDPodW2,14,3.56e-05,0.591,287930,0.883,0.859,6,0.478,-10.504,1,0.0355,120.012,4,0.324
613,Way Out West,Oceans,4F5NCtrFqzN9Id0Bwuclhq,36,0.000567,0.629,300544,0.823,0.892,3,0.238,-10.446,0,0.0369,120.03,4,0.189
614,Way Out West,Northern Lights,4T1Tbgmp6QxRGvzVMwiA5O,11,0.0002,0.538,465800,0.712,0.765,9,0.0691,-7.877,0,0.0281,132.011,4,0.0538
615,Way Out West,Muthaf**ka - Soundscape Mix,0725noNg4UsxMGF2FSgi7V,1,0.0316,0.221,243787,0.388,0.983,4,0.155,-10.247,1,0.0354,129.661,4,0.0331
616,Way Out West,Muthaf**ka - Mix 2,4eIDi2MuTtdOsB8lwCHGJD,0,3.46e-05,0.614,413573,0.85,0.881,7,0.14,-7.576,1,0.0679,130.982,4,0.424
617,Way Out West,Muthaf**ka - Mix 1,7rFvCscvpxCQs445iKlkJp,1,5.37e-05,0.633,490053,0.931,0.886,4,0.0759,-7.108,0,0.092,130.979,4,0.254
618,Way Out West,Music for Six Friends,5h3e2Uc6zUXivHzE0E3azl,0,0.785,0.515,568093,0.378,0.809,7,0.17,-9.622,1,0.0377,109.818,3,0.313
619,Way Out West,Music for April,6cn2NJph3F8AKE7W7kbfYy,0,0.397,0.481,844520,0.356,0.857,0,0.105,-12.204,1,0.0435,106.966,3,0.359
620,Way Out West,Mr. Rebel,13u5P53Zx6C3VSeDIYZAZA,0,0.0315,0.477,145933,0.837,0.894,9,0.103,-5.897,1,0.0374,75.479,4,0.831
621,Way Out West,Motorhula,3B5Uc7KiWmgdtef1j7HDfg,0,0.31,0.472,210867,0.923,0.631,0,0.336,-5.721,1,0.0478,138.395,4,0.302
622,Way Out West,Mindcircus [ASOT 200] - Gabriel & Dresden Remix,7I8JQWEaZdn7pHpDnqyPqo,2,0.000165,0.472,128562,0.84,0.394,0,0.341,-10.765,1,0.0341,134.481,4,0.265
623,Way Out West,Mindcircus [ASOT 037] - DJ Dazzle’s Royal Air Force Mix,2Yqbra5WqOouE7R99C05iK,0,0.000217,0.663,183250,0.805,0.431,1,0.115,-10.191,1,0.0644,136.232,4,0.556
624,Way Out West,Mindcircus [ASOT 036] - DJ Dazzle’s Royal Airforce Mix,6r8i3z2T8fpZ6bZo3o8qgx,1,0.000736,0.675,506500,0.726,0.0666,11,0.129,-9.56,0,0.0617,137.572,4,0.52
625,Way Out West,Mindcircus - Original,27H9nzpdUWjJd34gq92zc3,22,0.258,0.526,347533,0.83,0.00154,0,0.229,-5.823,0,0.0449,135.999,4,0.189
626,Way Out West,Mindcircus - Gabriel & Dresden Remix,0CVY041BHPbBR3VdxHada2,27,0.00254,0.684,571973,0.613,0.1,0,0.0906,-7.789,1,0.0501,135.995,4,0.294
627,Way Out West,Mindcircus (Listener's Choice) (CC591) - Gabriel & Dresden Club Mix,2LDqmBOsOHo6uWRLyX8Olo,2,0.0156,0.613,449800,0.674,0.00107,0,0.779,-6.468,1,0.0307,136.241,4,0.34
628,Way Out West,Mindcircus,3MOWDujDgk7J39yviNqXMa,8,0.268,0.528,347200,0.817,0.000974,0,0.233,-5.813,0,0.0485,136.004,4,0.199
629,Way Out West,Melt,1LXd13D5kUfMNUH7Xv5AMm,19,0.000385,0.603,327040,0.874,0.491,7,0.109,-7.752,1,0.0425,130.009,4,0.562
630,Way Out West,Maribyrnong Sketch,7qIGcGlTbYvA9H9s0PaVdK,0,0.755,0.609,432760,0.166,0.931,7,0.0739,-17.942,1,0.0471,117.925,4,0.119
631,Way Out West,M.P.I.,5WyVNCHZdJu6FFUmUONloV,0,0.0138,0.453,120480,0.65,0.927,11,0.0944,-6.96,0,0.0384,137.188,4,0.284
632,Way Out West,Lullaby Horizon - TR377,0u8mW1bj47xpy86pBjPJI8,6,0.000374,0.634,218537,0.732,0.907,0,0.204,-9.663,1,0.0314,122.992,4,0.345
633,Way Out West,Lullaby Horizon - Sunday Maybe Mix,4TDyDwL3iPD4iyVi6xWq6e,29,0.00981,0.627,259196,0.411,0.847,0,0.123,-10.366,1,0.0267,105.042,4,0.0536
634,Way Out West,Lullaby Horizon - Ben Böhmer Remix,4g4GLJVprlEgI70dtGdlKW,26,0.136,0.727,231936,0.72,0.884,0,0.358,-7.665,1,0.0297,118.99,4,0.189
635,Way Out West,Lullaby Horizon - Ben Böhmer Extended Mix,0frKsr5ann3SLhJBEPqNBP,23,0.0976,0.755,391239,0.607,0.877,0,0.127,-8.473,1,0.0351,119.008,4,0.158
636,Way Out West,Lullaby Horizon (GDJB Jan 25 2018) - Ben Bohmer Remix,0qkXtGWnIUvGaZwsyZMuWy,0,0.0118,0.599,291849,0.649,0.803,0,0.381,-11.99,1,0.0339,132.097,4,0.225
637,Way Out West,Lullaby Horizon (FSOE534) - Ben Böhmer Remix,5FVx2eighZfGa41Bfz8L5W,1,0.0402,0.691,221000,0.72,0.834,0,0.292,-9.578,1,0.0361,121.795,4,0.133
638,Way Out West,Lullaby Horizon (FSOE 532) - Ben Böhmer Remix,4jPlDz0EuugxRIV81ZGfeW,10,0.0384,0.731,245542,0.682,0.804,0,0.208,-9.922,1,0.0359,120.405,4,0.234
639,Way Out West,Lullaby Horizon (ABGT267) - Ben Böhmer Remix,34tCRWMlha52FXdC2D8GYC,6,0.0178,0.667,213782,0.653,0.904,0,0.108,-10.677,1,0.0329,118.993,4,0.0935
640,Way Out West,Lullaby Horizon,1z1SFnjpLynHSFX0Ayt9nq,21,0.00023,0.661,313484,0.789,0.942,0,0.0897,-8.296,1,0.033,123.012,4,0.192
641,Way Out West,Lost Highway,4qrAWACRbbgN06v8m2fjsy,0,0.0145,0.6,257480,0.547,0.915,4,0.254,-8.072,0,0.0344,100.347,4,0.475
642,Way Out West,Liquid Moonbeams,2nfwRMAZnrSwYUPHY2vyIR,0,0.773,0.669,233667,0.354,5.82e-06,0,0.108,-8.064,1,0.0277,82.885,4,0.436
643,Way Out West,Killa [Mix Cut] - Orkidea Remix,3yMyLzF9Dlzc40zmNN1hYM,5,0.000143,0.498,151613,0.957,0.906,5,0.154,-7.634,0,0.0721,139.282,4,0.51
644,Way Out West,Killa [Listener's Choice] [CC452] - Orkidea Remix,7mPLJiUhOKS8TUQxQ08XZr,0,0.00441,0.539,332144,0.98,0.616,4,0.179,-7.055,0,0.103,135.262,4,0.444
645,Way Out West,Killa [ASOT 587] **ASOT Radio Classic** - Orkidea Remix,6iJYPZYWw24yfRxR9ouiH5,2,0.00222,0.407,546419,0.872,0.862,4,0.15,-9.614,0,0.0728,136.034,4,0.105
646,Way Out West,Killa [ASOT 252] - Orkidea Remix,6FUKEwlPAl5BpJjPscBE9i,0,0.00069,0.486,141625,0.931,0.797,7,0.0886,-12.083,1,0.0994,135.627,4,0.524
647,Way Out West,Killa [ASOT 229] - Orkidea Remix,6XDyfBzaoSBUkU4Ry12sAM,7,6.98e-05,0.433,127125,0.861,0.794,4,0.584,-13.485,0,0.0856,135.928,4,0.394
648,Way Out West,Killa [ASOT 228] - Orkidea Remix,6BORwFyWqgKgAz0vvsuTBY,2,0.000118,0.502,358996,0.936,0.792,5,0.391,-10.41,0,0.0959,139.052,4,0.31
649,Way Out West,Killa [ASOT 221] - Orkidea vs Dallas Superstars Remix,38z3kSvfUwLcCB9ouiIX6u,0,1.61e-05,0.447,447852,0.909,0.0356,4,0.333,-9.781,0,0.0846,137.206,4,0.265
650,Way Out West,Killa [ASOT 216] - Orkidea vs Dallas Superstars Remix,6FN8y9wELvZur9xISVJB8K,0,5.38e-05,0.456,470857,0.897,0.012,4,0.794,-11.659,0,0.0987,134.58,4,0.306
651,Way Out West,Killa [ASOT 210] - Orkidea Mix,5ItummhT5PkX0NncuxpzX4,1,4.05e-05,0.419,194035,0.869,0.66,5,0.534,-11.96,0,0.158,138.553,4,0.175
652,Way Out West,Killa [ASOT 207] - Orkidea Mix,6xhWBxdmbp8MVIlCfRgojY,0,0.000111,0.467,407184,0.938,0.81,7,0.303,-10.318,1,0.0902,136.756,4,0.408
653,Way Out West,Killa [ASOT 206] - Orkidea Mix,60OEchnDu659z651O9mNYA,0,0.000128,0.489,403492,0.921,0.412,4,0.275,-10.574,0,0.0899,133.23,4,0.392
654,Way Out West,Killa [ASOT 205] - Orkidea Mix,2ODCmm2vXH7Ua4VFmDLtG3,0,0.000355,0.499,472633,0.964,0.238,4,0.328,-8.14,0,0.101,134.063,4,0.377
655,Way Out West,Killa - Orkidea Vs Dallas Superstars Mix,6hVQPelsWMTHzIlpmotHM7,3,0.000418,0.553,581143,0.803,0.849,4,0.241,-12.975,0,0.0524,135.003,4,0.655
656,Way Out West,Killa - Orkidea Remix,1xTmoLr0MMRODAqRaLYTA6,12,0.000189,0.566,556947,0.921,0.912,4,0.0798,-8.801,0,0.079,134.999,4,0.724
657,Way Out West,Killa - Orkidea Mix,198hrm69krQz6f8vnvf9Zt,11,0.000215,0.558,558222,0.916,0.891,11,0.0762,-8.396,0,0.0781,135.041,4,0.79
658,Way Out West,Killa - Orkidea 2011 Remix,2xVepXub67eS92sAJNbwmX,3,8.5e-05,0.772,462493,0.64,0.785,4,0.0286,-7.857,0,0.0703,134.991,4,0.779
659,Way Out West,Killa - Orkidea 2011 Radio Edit,0QMcsfsjHBP4sUMNsP2JM2,11,0.000487,0.307,208217,0.712,0.612,4,0.334,-7.363,0,0.0331,134.992,4,0.687
660,Way Out West,Killa - Nils Noa Mix,49Mthb75Jmw3yLCVaQK6rV,2,0.000757,0.784,457853,0.845,0.868,7,0.324,-8.989,1,0.0773,130.009,4,0.384
661,Way Out West,Killa - Guy J Remix,4mAiSyb54us9hMr7VyHouF,4,0.97,0.458,370042,0.184,0.888,0,0.145,-18.208,0,0.0418,123.952,4,0.0559
662,Way Out West,Killa (Guy J Remix),6jGxMOqMnzZfRFVCF2GvpA,2,0.97,0.284,370042,0.183,0.889,7,0.141,-18.179,0,0.0448,123.935,4,0.0457
663,Way Out West,Killa,3HvcKWbQCgl2kMGHtPO7AE,26,0.000418,0.609,658027,0.878,0.815,4,0.132,-6.809,0,0.047,129.999,4,0.0947
664,Way Out West,Just Like A Man,2D6nWsmEUxvGUJvVef6DGU,13,0.0178,0.583,325707,0.556,0.195,9,0.212,-9.496,0,0.0258,140.013,4,0.0635
665,Way Out West,Is The Moon Really That Far Away?,3dFjFCIYm7ZZR25cGjQnsP,0,0.646,0.509,480760,0.124,0.641,5,0.102,-20.376,0,0.0285,94.8,4,0.353
666,Way Out West,Intensify [ASOT 007] - Peace Division Remix,2V5U5QZaIJJmSO6z85Z6Xh,1,0.00242,0.822,503500,0.942,0.752,7,0.029,-7.361,0,0.0694,129.782,4,0.355
667,Way Out West,Intensify Pt. 2,5zyyBZdePAQAThEjsOnCLO,3,0.165,0.306,323507,0.685,0.645,9,0.353,-8.219,0,0.0322,139.489,4,0.213
668,Way Out West,Intensify Pt. 1,4zVSasHbBWJZiUm3eogZlX,3,0.00031,0.607,418107,0.972,0.424,9,0.155,-6.894,1,0.0636,131.981,4,0.21
669,Way Out West,Intensify - part 02,3T7BI9yKNIWs3l5UXyPAVc,8,0.164,0.503,325373,0.701,0.711,9,0.311,-8.201,0,0.0307,140.039,4,0.2
670,Way Out West,Intensify - part 01,4ebbDHSDiGur0vvSjkc9CA,12,0.000311,0.613,418133,0.972,0.486,9,0.173,-6.874,1,0.059,132.001,4,0.227
671,Way Out West,Intensify - Sleepwalkers Remix,7DouxmGW6g7jDV31rTgi8m,0,0.29,0.647,548427,0.511,0.812,9,0.0537,-16.944,0,0.0387,127.849,4,0.0995
672,Way Out West,Intensify - Radio Edit,0iEOFBB2AM1vx55HZ7HwQP,1,0.0152,0.541,197627,0.952,0.048,9,0.114,-6.954,1,0.0443,131.963,4,0.336
673,Way Out West,Intensify - Peace Division Remix,1m5WV3wBBecdL1wbKLGU6s,8,0.0152,0.886,581053,0.903,0.654,0,0.38,-8.401,0,0.0611,128.993,4,0.287
674,Way Out West,Intensify - Peace Division Extended Edit,50tRCgoDeA4znixZh3wLDc,0,0.0274,0.877,423207,0.873,0.627,0,0.444,-8.781,0,0.061,129.002,4,0.302
675,Way Out West,Intensify - Part 02,28KOKoqAiOAdTeqJ5MlF37,1,0.164,0.503,325373,0.701,0.711,9,0.311,-8.201,0,0.0307,140.039,4,0.2
676,Way Out West,Intensify - Part 01,17yn5k4N51brITRWbf7z1x,2,0.000311,0.613,418133,0.972,0.486,9,0.173,-6.874,1,0.059,132.001,4,0.227
677,Way Out West,Intensify - PMT Remix,2mdV2P2OhbQmCHZOVqmvWB,3,0.013,0.813,536040,0.583,0.0974,2,0.106,-9.835,1,0.124,130.006,4,0.525
678,Way Out West,Intensify - Jay Welsh (Black Ice) Vocal Remix,6WamS9xpPW7rPNNib7C3zL,0,0.0535,0.686,592760,0.773,0.559,2,0.0851,-9.871,1,0.0576,132.873,4,0.104
679,Way Out West,Intensify - Blind Faith Remix,2dUnHClyodypEN2GJkkyFT,7,0.17,0.578,399580,0.652,0.235,9,0.0897,-10.842,0,0.0297,132.919,4,0.27
680,Way Out West,Inspired by Montana,7GJYnv6wNWzIKWeZnmejZ6,0,0.806,0.44,215333,0.328,0.0,2,0.133,-8.879,1,0.0417,199.917,4,0.737
681,Way Out West,If I Knew Where You Were,2aQlWGtd2ezsaeT4Yf9jAD,0,0.943,0.533,251133,0.0248,0.826,9,0.12,-15.857,1,0.0374,108.827,4,0.249
682,Way Out West,I Love My Car,5IvX1fMXLXmaIzxoIf3SFS,5,0.331,0.494,138600,0.671,0.014,1,0.107,-11.379,1,0.0306,96.601,4,0.689
683,Way Out West,I Found My Way,0w1y9dZPZqYf6sXyISN06h,0,0.546,0.553,259853,0.345,0.884,0,0.115,-15.509,1,0.0402,108.853,4,0.407
684,Way Out West,Hypnotise - Original,0GvrxyzQFz48MD6dDMVnXb,8,0.00371,0.586,356133,0.939,0.611,6,0.214,-6.882,0,0.0437,135.951,4,0.305
685,Way Out West,Hypnotise,3yYPMiDFWOTllNgJOPSe0j,3,0.00286,0.586,355573,0.936,0.697,6,0.188,-6.869,0,0.0423,135.954,4,0.302
686,Way Out West,"Homes, Homes on the Range",4EfYLiGdqt8FfhHwBKoSyI,0,0.846,0.546,304840,0.261,0.00031,0,0.116,-9.528,1,0.0328,126.75,3,0.332
687,Way Out West,"Homes, Homes Reprise",2ekJ15VG9AAURiWFQxBnj2,0,0.993,0.37,78293,0.0324,0.842,3,0.083,-21.759,1,0.0417,127.369,5,0.183
688,Way Out West,Home sweet home,08ut4uOZWieCsLpGKnPZ8M,0,0.181,0.655,217304,0.811,1.01e-05,1,0.267,-6.026,1,0.0341,127.961,4,0.572
689,Way Out West,Hindsight,4Ool2yoQqrI4EGZjSxR7F6,0,0.923,0.68,294800,0.306,0.0,1,0.148,-14.527,1,0.95,98.967,3,0.486
690,Way Out West,Future Perfect - Ruben de Ronde Remix,3rGm3VEPs2wUB2Sa0uVrJ6,0,0.00413,0.725,454922,0.531,0.167,11,0.483,-9.547,0,0.0997,127.978,4,0.175
691,Way Out West,Future Perfect - Ruben De Ronde Remix,2Tkfi8yzGefE5LLIIssgY3,3,0.00413,0.725,454922,0.531,0.167,11,0.483,-9.547,0,0.0997,127.978,4,0.175
692,Way Out West,Future Perfect - Original Club Mix,3uG3orhYoiUCJL4qEC69Lb,1,0.00797,0.667,386360,0.466,0.88,2,0.489,-9.265,1,0.0771,124.981,4,0.622
693,Way Out West,Future Perfect - Henry Saiz Remix,6qIKg02rGjSnD4lD2fyWGY,4,0.00273,0.826,601900,0.695,0.796,2,0.127,-8.193,1,0.0593,126.0,4,0.499
694,Way Out West,Future Perfect - Henry Saiz Mix,4nP14BvSuzCLcO2kmGlKok,4,0.0122,0.709,436741,0.852,0.241,11,0.219,-7.094,0,0.049,121.999,4,0.631
695,Way Out West,Future Perfect (Mix Cut),2Zao6GP5R1vUJzIkwk4PyV,2,0.00242,0.557,266000,0.673,0.941,11,0.188,-10.585,0,0.047,129.909,4,0.366
696,Way Out West,Future Perfect,0TfHMZmVzObDI6uX9C6Y22,15,0.00939,0.667,384360,0.473,0.882,2,0.494,-9.241,1,0.0753,124.995,4,0.635
697,Way Out West,Footscray Station Platform 1 - Reprise,5fYQ6Q97ydg9BwTP3NtaAG,0,0.354,0.17,97360,0.411,0.852,10,0.293,-11.822,1,0.0343,163.918,5,0.166
698,Way Out West,Footscray Station Platform 1,7gcPyGn8aQJqAUySLNCXBV,0,0.875,0.258,147360,0.224,0.84,9,0.304,-24.016,0,0.0501,104.301,3,0.171
699,Way Out West,Fear,7GSKiWagjctniCrNrA1beC,12,9.73e-05,0.56,457707,0.943,0.484,5,0.0829,-6.867,0,0.066,128.005,4,0.532
700,Way Out West,Evolution,2ZEfqEnK1Ei552zwbv2g1n,0,0.0403,0.475,178680,0.622,0.934,1,0.107,-6.853,0,0.0319,112.693,4,0.285
701,Way Out West,Everyday,4Si3aUp6hOqO6FfJ3MhErE,21,0.136,0.677,355133,0.754,0.879,5,0.13,-10.34,0,0.0486,120.009,4,0.127
702,Way Out West,Evelina,0MIbZQmXDcm1Pe54WevMjB,0,0.927,0.177,267200,0.36,0.811,3,0.131,-16.295,0,0.0381,92.279,4,0.0957
703,Way Out West,Droop Street Breakdown Part 2,2z0FjiPhQSuoZ8uJOvlErm,0,0.0407,0.314,356640,0.94,0.891,8,0.654,-9.58,0,0.057,126.376,4,0.933
704,Way Out West,Droop Street Breakdown Part 1,2EsTpP9fE41YzTowLSOrY5,0,0.66,0.397,315653,0.248,0.912,1,0.389,-18.131,1,0.0482,111.623,4,0.175
705,Way Out West,Down on the Ol' Bar None,6p9JtVp5O20pEqpOPKy3Nx,0,0.609,0.601,183507,0.399,1.46e-06,7,0.201,-8.557,1,0.0361,101.983,4,0.384
706,Way Out West,Don't Forget Me - Way Out West Dust Biter Mix,4b323gQPLKq3Vld8yoLQFH,0,0.00273,0.708,461240,0.865,0.81,1,0.0855,-8.927,1,0.0403,127.991,4,0.638
707,Way Out West,Don't Forget Me - Way Out West Clifton High Mix,4VfVUV8C4KieWUT8fKRdEG,0,0.07,0.698,400547,0.64,0.899,5,0.0948,-9.716,0,0.0696,127.996,4,0.848
708,Way Out West,Don't Forget Me - W.O.W. Dust Biter Mix,7n7OITmYieSqxYKnheZ5Fy,1,0.0027,0.707,461240,0.865,0.816,1,0.101,-8.918,1,0.0405,127.994,4,0.658
709,Way Out West,Don't Forget Me - Slam Return To Mono-Vox Mix,4WjnP9Fz97RU2Uk9gIGFLE,0,0.00285,0.794,484280,0.546,0.652,6,0.0561,-9.622,0,0.0643,127.979,4,0.482
710,Way Out West,Don't Forget Me - Slam Return To Mono - Vox Mix,2I3q01gKppYjJg9348rKJq,0,0.0026,0.794,484280,0.55,0.628,6,0.0563,-9.605,0,0.0645,128.001,4,0.478
711,Way Out West,Don't Forget Me - Slam Return To Mono - Tone Mix,5qfQ5trXUryqYLbnPoeL26,0,0.00355,0.799,483867,0.643,0.848,6,0.0579,-9.04,0,0.0637,128.003,4,0.431
712,Way Out West,Don't Forget Me - Riley & Durrant Mix,1szTM7cXHVcst4fmJ5zmYn,0,4.31e-05,0.572,553613,0.966,0.662,8,0.577,-6.169,1,0.0519,130.994,4,0.48
713,Way Out West,Don't Forget Me - Riley & Durant Mix,4TlouciBN2ruv8dZ9jav38,1,4.57e-05,0.572,553613,0.965,0.611,8,0.583,-6.176,1,0.0529,130.993,4,0.497
714,Way Out West,Don't Forget Me - Radio Edit,4pyQ93WHbb1TVuOk1gXNn6,11,0.295,0.603,212427,0.801,0.000226,7,0.0818,-7.883,0,0.0436,105.314,4,0.177
715,Way Out West,Don't Forget Me - Hiroshi Watanabe Mix,4yrHhEhSpluGIYQrGXoote,1,0.000668,0.732,473520,0.728,0.74,7,0.205,-9.93,1,0.0494,121.938,4,0.337
716,Way Out West,Don't Forget Me - Guy Ehmetores Remix,1osyrhwsQ2kwC8Nhl7n5B7,15,0.0182,0.568,581500,0.718,0.625,7,0.128,-11.158,0,0.0321,131.029,4,0.0375
717,Way Out West,Don't Forget Me - Clifton High Mix,6xpToo7WeM69gFA88hfgOr,1,0.0627,0.699,400547,0.648,0.901,5,0.0931,-9.719,0,0.0685,128.002,4,0.853
718,Way Out West,Don't Forget Me - Alt. Radio Mix,0OjKigPTlV6zRgtGVq5eR4,2,0.463,0.496,212947,0.408,7.64e-06,7,0.0652,-10.851,0,0.0303,105.359,4,0.141
719,Way Out West,Don't Forget Me - Alt Radio Mix,0Rx1P8HeDIrdlBiE7dmuuF,0,0.465,0.514,212947,0.389,1.51e-05,7,0.066,-10.834,0,0.0294,105.278,4,0.152
720,Way Out West,Don't Forget Me,6vSmbrcdlXDEkQ8VAHK4Nl,34,0.173,0.382,313773,0.686,0.00193,3,0.109,-8.46,1,0.0484,105.247,4,0.103
721,Way Out West,Diamond Dust - TR377,3PJodgruRphMaYdhKJCfbf,5,0.00262,0.444,187317,0.511,0.588,2,0.563,-11.184,0,0.0299,123.019,4,0.0387
722,Way Out West,Diamond Dust,0InWuXZPFq16WyfKifCxnd,27,0.00797,0.228,267904,0.465,0.637,2,0.236,-9.639,0,0.031,119.966,4,0.037
723,Way Out West,December,5lJq0L0y88iFWKUEpj6J1c,0,0.751,0.691,484200,0.23,0.872,11,0.242,-14.793,0,0.0428,119.157,1,0.0713
724,Way Out West,Cowgirl Coffee,62EyS7HHSxEgRk2KZ0uPcX,0,0.791,0.684,67200,0.255,0.0,10,0.0988,-11.135,1,0.932,85.412,5,0.438
725,Way Out West,Cowboy Caravan,13D2aNHZ0ovaMOrL2MEVc0,0,0.93,0.86,285280,0.34,0.0251,7,0.23,-10.666,1,0.0452,123.048,4,0.708
726,Way Out West,Container Love,4FYhDKa0foxxDjrSaOJgmJ,0,0.0487,0.546,292213,0.92,0.907,9,0.486,-5.748,1,0.0346,118.863,4,0.895
727,Way Out West,Coming Home,4FH66inNFuz51Am43PepjY,11,0.00261,0.588,303293,0.797,0.88,5,0.209,-6.144,0,0.0371,129.997,4,0.618
728,Way Out West,Closer - Sunday Maybe Mix,7eCC6E5dZT0iCssEEVd97N,10,0.593,0.427,268419,0.311,0.332,7,0.469,-12.246,0,0.0341,118.069,4,0.0364
729,Way Out West,Closer,7sSww7dD2WbvtC5dBPMdEP,26,0.013,0.723,293856,0.673,0.06,7,0.263,-8.573,0,0.0381,118.012,4,0.618
730,Way Out West,Chicletista/Clown Car Polka,1dpFodnzlV2RLT1o2SnBQB,0,0.125,0.689,319667,0.661,4.58e-06,0,0.13,-4.322,1,0.032,132.481,4,0.83
731,Way Out West,Chasing Rainbows,4VlmczfKTCFl370YBMeT9O,12,0.0555,0.542,339227,0.625,0.677,11,0.145,-10.205,0,0.0397,95.007,4,0.0509
732,Way Out West,Call Me - Original,68CZBDLgMNTv4tz2WiVzie,8,0.00141,0.573,284627,0.966,0.444,1,0.288,-6.974,0,0.0632,130.054,4,0.381
733,Way Out West,Call Me,5ovl475noLC1E4YCSLFDEa,3,0.0015,0.58,284653,0.966,0.366,1,0.294,-6.979,0,0.0643,130.048,4,0.4
734,Way Out West,Café Afrique,2ZXzBywLOegw4GxcQgMraE,0,0.741,0.621,543573,0.345,0.902,10,0.073,-13.042,0,0.0703,129.278,4,0.746
735,Way Out West,Branded,4VY8H66f9t30GrLRFd0Wmh,0,0.276,0.512,127213,0.756,0.302,9,0.0902,-7.67,1,0.0357,137.457,4,0.837
736,Way Out West,Boy in the City,5XIKsGsYxvcdshWGS1WPsC,0,0.877,0.34,235920,0.237,0.884,2,0.277,-15.229,0,0.0296,76.045,3,0.11
737,Way Out West,Bodymotion,14OLUO1NdujXUdh2ufdPJd,6,0.0136,0.705,392465,0.697,0.641,6,0.339,-8.688,1,0.0357,123.997,4,0.63
738,Way Out West,Body Motion - Seb Dhajje Remix,1PKJ7wz0EndsMEgCB3dHk3,3,0.00338,0.717,589374,0.561,0.674,6,0.684,-11.698,0,0.049,124.989,4,0.214
739,Way Out West,Body Motion - Original Mix,2oLOwC1GJFcrB33oo0egae,0,0.0152,0.704,394467,0.692,0.656,6,0.275,-8.688,1,0.0342,123.99,4,0.636
740,Way Out West,Body Motion - Koen Lebens Remix,2K03oAA3aHMAPUhb2oW78D,3,0.000327,0.811,477864,0.911,0.917,11,0.0819,-8.697,0,0.0555,125.004,4,0.698
741,Way Out West,Body Motion - Instrumental Mix,5vUTUzhmIA0UlD4zMu3M47,0,0.00181,0.722,392464,0.703,0.91,6,0.221,-7.595,1,0.0385,123.995,4,0.481
742,Way Out West,Body Motion - Instrumental,6JPJ2UPHdHd9ItfSr2j4xT,3,0.00185,0.723,392464,0.704,0.905,6,0.234,-7.598,1,0.0385,123.998,4,0.483
